JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Journal des achats||20170107|40100000|Fournisseurs|401THCON|TH conseil|D-2016-1074 Conseil|20170107|D-2016-1074 : th conseil paca rbt fipfh 518,68e|0|518,68|||20180316||
AC|Journal des achats||20170105|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1075 Conseil|20170105|D-2016-1075 : ehc rbt fiphfp 1272,02e|1060,02|0|||20180316||
AC|Journal des achats||20170107|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1074 Conseil|20170107|D-2016-1074 : th conseil paca rbt fipfh 518,68e|86,45|0|||20180316||
AC|Journal des achats||20170107|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1074 Conseil|20170107|D-2016-1074 : th conseil paca rbt fipfh 518,68e|432,23|0|||20180316||
AC|Journal des achats||20170107|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1073 Conseil|20170107|D-2016-1073 : th conseil paca rbt fipfh 834,97e|139,16|0|||20180316||
AC|Journal des achats||20170107|40100000|Fournisseurs|401THCON|TH conseil|D-2016-1073 Conseil|20170107|D-2016-1073 : th conseil paca rbt fipfh 834,97e|0|834,97|||20180316||
AC|Journal des achats||20170105|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1075 Conseil|20170105|D-2016-1075 : ehc rbt fiphfp 1272,02e|212,00|0|||20180316||
AC|Journal des achats||20170105|40100000|Fournisseurs|401EMPLO|Emploi Handicap Conseil|D-2016-1075 Conseil|20170105|D-2016-1075 : ehc rbt fiphfp 1272,02e|0|1272,02|||20180316||
AC|Journal des achats||20170108|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1063 Conseil|20170108|D-2016-1063 : th conseil corse rbt fipfh 3348e|558,00|0|||20180316||
AC|Journal des achats||20170107|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1062 Conseil|20170107|D-2016-1062 : th conseil corse rbt fipfh 1917,90e|319,65|0|||20180316||
AC|Journal des achats||20170108|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1063 Conseil|20170108|D-2016-1063 : th conseil corse rbt fipfh 3348e|2790,00|0|||20180316||
AC|Journal des achats||20170108|40100000|Fournisseurs|401CREAI|CREAI Limousin|D-2016-1076 Conseil|20170108|D-2016-1076 : creai fip 715,58e|0|715,58|||20180316||
AC|Journal des achats||20170108|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1076 Conseil|20170108|D-2016-1076 : creai fip 715,58e|715,58|0|||20180316||
AC|Journal des achats||20170107|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1073 Conseil|20170107|D-2016-1073 : th conseil paca rbt fipfh 834,97e|695,81|0|||20180316||
AC|Journal des achats||20170111|40100000|Fournisseurs|401CAPIF|Capital Formation|D-2016-1071 Conseil|20170111|D-2016-1071 : capital formation rbt fifph 7397,13e|0|7397,13|||20180316||
AC|Journal des achats||20170107|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1067 Conseil|20170107|D-2016-1067 : th conseil paca rbt fipfh 655,18e|545,98|0|||20180316||
AC|Journal des achats||20170107|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1067 Conseil|20170107|D-2016-1067 : th conseil paca rbt fipfh 655,18e|109,20|0|||20180316||
AC|Journal des achats||20170111|40100000|Fournisseurs|401APR|Apradis Picardie|D-2016-1066 Conseil|20170111|D-2016-1066 : apradis picardie fip 1000e|0|1000,00|2016-2017, G||20180316||
AC|Journal des achats||20170111|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1066 Conseil|20170111|D-2016-1066 : apradis picardie fip 1000e|1000,00|0|||20180316||
AC|Journal des achats||20170108|40100000|Fournisseurs|401THCON|TH conseil|D-2016-1063 Conseil|20170108|D-2016-1063 : th conseil corse rbt fipfh 3348e|0|3348,00|||20180316||
AC|Journal des achats||20170107|40100000|Fournisseurs|401THCON|TH conseil|D-2016-1067 Conseil|20170107|D-2016-1067 : th conseil paca rbt fipfh 655,18e|0|655,18|||20180316||
AC|Journal des achats||20170107|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1068 Conseil|20170107|D-2016-1068 : th conseil paca rbt fipfh 547,72e|456,43|0|||20180316||
